image,bee,xmin,ymin,xmax,ymax
1276,21,1857,471,1930,551
1276,22,1448,488,1488,551
1276,23,1230,491,1271,550
1276,24,1401,490,1434,538
1276,25,1767,443,1821,536
1276,26,1294,492,1338,532
1276,27,842,451,937,530
1276,28,1544,482,1593,517
1277,0,635,1214,775,1297
1277,1,1055,1063,1122,1221
1277,2,1266,1060,1364,1153
1277,3,1246,807,1313,912
1277,4,688,743,809,866
1277,5,1712,758,1807,864
1277,6,1374,750,1431,853
1277,7,1593,707,1653,829
1277,8,2231,667,2318,766
1277,9,772,636,814,740
1277,10,1956,578,2004,701
1277,11,1812,589,1865,693
1277,12,2090,575,2139,688
1277,13,1877,587,1918,685
1277,14,2290,556,2367,645
1277,15,1202,549,1267,635
1277,16,876,515,923,612
1277,17,1367,528,1417,609
1277,18,985,512,1037,601
1277,19,936,503,971,591
1277,20,1455,488,1496,558
1277,21,1028,495,1063,556
1277,22,1072,496,1111,556
1277,23,1230,490,1271,551
1277,24,1859,480,1934,543
1277,25,1759,441,1804,541
1277,26,1400,489,1436,534
1277,27,842,451,937,533
1277,28,1545,481,1593,518
1278,0,633,1214,774,1297
1278,1,1266,1059,1364,1156
1278,2,1246,807,1314,916
1278,3,1372,749,1430,866
1278,4,689,746,808,862
1278,5,1718,759,1801,861
1278,6,1597,707,1657,825
1278,7,2224,682,2312,768
1278,8,773,635,815,740
1278,9,1963,583,2005,702
1278,10,1808,590,1870,693
1278,11,2091,575,2139,688
1278,12,1878,588,1920,686
1278,13,2288,559,2366,645
1278,14,1206,549,1263,635
1278,15,1366,528,1417,610
1278,16,877,513,921,609
1278,17,985,512,1036,602
1278,18,930,504,967,589
1278,19,1463,497,1507,567
1278,20,1075,494,1117,557
1278,21,1230,490,1271,551
1278,22,1859,485,1934,545
1278,23,1758,439,1804,538
1278,24,838,449,929,534
1278,25,1397,491,1438,528
1279,0,633,1218,779,1297
1279,1,1291,1073,1360,1157
1279,2,1247,817,1316,883
1279,3,692,740,804,867
1279,4,1724,752,1800,865
1279,5,1370,751,1430,865
1279,6,1604,697,1659,824
1279,7,2236,696,2321,785
1279,8,771,638,817,737
1279,9,1972,578,2012,699
1279,10,1807,591,1870,693
1279,11,2092,575,2140,688
1279,12,1879,587,1920,685
1279,13,2287,554,2364,647
1279,14,1208,549,1264,633
1279,15,1366,528,1418,610
1279,16,987,516,1035,603
1279,17,880,505,925,596
1279,18,938,504,974,583
1279,19,1463,508,1513,576
1279,20,1076,495,1117,559
1279,21,1019,494,1061,554
1279,22,1229,491,1269,551
1279,23,1859,482,1937,549
1279,24,1747,423,1806,545
1279,25,837,449,937,531
1279,26,1397,490,1434,527
1280,0,637,1217,777,1295
1280,1,1289,1077,1362,1157
1280,2,1258,964,1324,1127
1280,3,1250,818,1311,932
1280,4,691,740,803,868
1280,5,1724,749,1789,866
1280,6,1371,751,1427,864
1280,7,1604,694,1659,824
1280,8,2245,695,2337,792
1280,9,771,639,819,734
1280,10,1976,570,2022,700
1280,11,1810,592,1875,693
1280,12,2092,576,2140,688
1280,13,1883,586,1923,685
1280,14,2282,557,2369,641
1280,15,1208,549,1264,635
1280,16,1366,528,1417,610
1280,17,984,510,1029,607
1280,18,1478,515,1529,599
1280,19,890,509,931,596
1280,20,942,505,974,578
1280,21,1077,494,1122,558
1280,22,1854,483,1937,551
1280,23,1229,491,1269,551
1280,24,841,441,935,546
1280,25,1746,428,1789,507
1281,0,638,1226,752,1288
1281,1,1271,1054,1361,1160
1281,2,1257,804,1326,927
1281,3,1734,744,1784,872
1281,4,1367,754,1421,864
1281,5,691,744,805,863
1281,6,1605,690,1661,825
1281,7,2254,691,2341,806
1281,8,769,638,823,728
1281,9,1979,575,2031,692
1281,10,1812,590,1874,691
1281,11,1882,586,1923,686
1281,12,2093,579,2143,685
1281,13,2273,557,2363,637
1281,14,1208,549,1264,635
1281,15,984,507,1026,612
1281,16,1366,527,1418,610
1281,17,1474,518,1532,608
1281,18,883,505,924,595
1281,19,943,500,975,571
1281,20,1029,499,1071,569
1281,21,1079,493,1123,558
1281,22,1229,491,1268,550
1281,23,1842,489,1936,543
1281,24,839,458,924,529
1281,25,1744,428,1791,507
1282,0,624,1228,759,1286
1282,1,1271,1052,1360,1159
1282,2,1091,942,1161,1088
1282,3,1266,816,1315,937
1282,4,1734,746,1784,869
1282,5,1363,749,1424,867
1282,6,691,748,808,856
1282,7,1603,688,1659,814
1282,8,2248,717,2347,803
1282,9,767,638,820,727
1282,10,1811,591,1870,691
1282,11,1881,586,1922,684
1282,12,2100,581,2144,682
1282,13,1975,566,2048,682
1282,14,2264,555,2361,638
1282,15,1485,529,1534,635
1282,16,1208,549,1264,635
1282,17,985,509,1025,620
1282,18,1364,528,1417,610
1282,19,879,508,919,586
1282,20,1033,507,1071,575
1282,21,943,501,975,567
1282,22,1079,494,1119,558
1282,23,1229,491,1268,550
1282,24,1832,493,1927,541
1282,25,839,453,924,528
1282,26,1744,418,1795,504
1283,0,628,1230,745,1288
1283,1,1277,1038,1351,1172
1283,2,1063,880,1132,1023
1283,3,1271,825,1311,945
1283,4,1735,744,1775,875
1283,5,1363,743,1429,857
1283,6,694,747,806,854
1283,7,1603,682,1661,807
1283,8,2252,727,2359,803
1283,9,991,602,1041,776
1283,10,769,638,825,728
1283,11,1821,588,1870,692
1283,12,2100,579,2146,684
1283,13,1883,585,1923,684
1283,14,1982,571,2061,676
1283,15,1488,558,1536,663
1283,16,2266,554,2360,639
1283,17,1209,549,1265,635
1283,18,982,509,1022,620
1283,19,1362,528,1416,610
1283,20,1028,509,1075,588
1283,21,884,509,928,580
1283,22,947,501,977,567
1283,23,843,434,920,560
1283,24,1080,495,1120,556
1283,25,1227,491,1268,551
1283,26,1830,498,1921,546
1283,27,1746,418,1795,504
1284,0,620,1231,753,1287
1284,1,1279,1040,1349,1169
1284,2,1072,854,1151,990
1284,3,1270,825,1314,944
1284,4,1731,753,1778,872
1284,5,1363,755,1427,862
1284,6,694,746,804,855
1284,7,1605,678,1660,806
1284,8,2261,729,2354,803
1284,9,970,607,1018,756
1284,10,769,637,824,729
1284,11,1826,591,1867,694
1284,12,1497,577,1540,686
1284,13,2103,578,2145,685
1284,14,1883,585,1923,684
1284,15,1977,576,2041,675
1284,16,2268,556,2354,637
1284,17,1208,548,1264,636
1284,18,975,507,1021,627
1284,19,1359,529,1415,611
1284,20,1027,513,1073,604
1284,21,885,513,926,575
1284,22,944,504,978,563
1284,23,1078,496,1118,556
1284,24,1229,491,1269,550
1284,25,1819,499,1913,548
1284,26,839,448,928,543
1284,27,1749,409,1795,506
1285,0,620,1238,759,1290
1285,1,1267,1046,1362,1165
1285,2,1109,821,1190,977
1285,3,1265,828,1317,944
1285,4,1723,760,1780,872
1285,5,1363,756,1423,862
1285,6,694,745,801,854
1285,7,2263,731,2361,803
1285,8,1615,667,1661,801
1285,9,965,619,1029,771
1285,10,770,637,824,730
1285,11,1501,604,1541,712
1285,12,1826,595,1870,697
1285,13,2104,578,2145,685
1285,14,1883,585,1923,684
1285,15,1978,576,2041,673
1285,16,1208,549,1265,635
1285,17,2264,556,2353,632
1285,18,962,505,1022,627
1285,19,1365,529,1417,616
1285,20,1034,526,1080,608
1285,21,883,514,927,568
1285,22,1078,496,1119,556
1285,23,840,442,929,552
1285,24,1229,491,1269,550
1285,25,1828,500,1910,547
1285,26,1332,491,1380,527
1285,27,1405,491,1436,526
1285,28,1750,410,1805,512
1286,0,618,1237,759,1293
1286,1,1279,1042,1349,1173
1286,2,1140,857,1224,1003
1286,3,1259,825,1325,943
1286,4,1709,769,1781,874
1286,5,1369,747,1423,857
1286,6,695,746,802,854
1286,7,1614,663,1664,800
1286,8,2266,736,2367,797
1286,9,1497,630,1549,739
1286,10,770,636,820,729
1286,11,1819,595,1870,699
1286,12,1884,585,1924,685
1286,13,2104,578,2145,685
1286,14,1976,574,2069,668
1286,15,959,526,1013,641
1286,16,2251,561,2354,637
1286,17,1208,549,1265,634
1286,18,1031,525,1078,625
1286,19,1364,528,1417,616
1286,20,889,512,931,560
1286,21,1078,495,1118,556
1286,22,1229,491,1268,550
1286,23,1816,498,1903,546
1286,24,833,454,926,539
1286,25,1330,491,1374,531
1286,26,1404,491,1435,524
1286,27,1754,397,1803,518
1287,0,614,1237,758,1293
1287,1,1275,1052,1352,1174
1287,2,1176,873,1265,1036
1287,3,1257,818,1324,949
1287,4,1696,769,1764,875
1287,5,943,711,1021,858
1287,6,1366,746,1423,857
1287,7,692,744,799,856
1287,8,2271,743,2381,799
1287,9,1614,658,1671,789
1287,10,1496,653,1542,752
1287,11,769,639,820,727
1287,12,1810,587,1870,700
1287,13,1885,586,1925,688
1287,14,2105,578,2147,685
1287,15,1977,579,2081,658
1287,16,1022,548,1081,642
1287,17,962,537,1005,642
1287,18,2257,562,2348,638
1287,19,1209,548,1265,635
1287,20,1367,527,1419,618
1287,21,890,510,929,557
1287,22,1077,495,1118,556
1287,23,839,441,929,554
1287,24,1799,501,1897,551
1287,25,1228,491,1270,551
1287,26,954,500,992,546
1287,27,1317,491,1363,545
1287,28,1758,390,1803,528
1288,0,612,1236,755,1294
1288,1,1275,1056,1353,1184
1288,2,1258,828,1323,926
1288,3,908,745,1011,870
1288,4,1684,779,1777,864
1288,5,1368,747,1423,857
1288,6,693,745,800,855
1288,7,2277,750,2380,795
1288,8,1616,652,1671,784
1288,9,1482,671,1538,774
1288,10,770,638,820,727
1288,11,1800,590,1867,699
1288,12,1885,585,1925,688
1288,13,2105,577,2147,686
1288,14,1032,558,1080,662
1288,15,1974,579,2083,656
1288,16,962,534,999,647
1288,17,1207,549,1264,635
1288,18,2263,562,2350,633
1288,19,1368,527,1420,621
1288,20,1075,493,1115,556
1288,21,1229,491,1269,550
1288,22,1797,502,1893,549
1288,23,834,453,924,541
1288,24,960,501,995,540
1288,25,1314,491,1364,537
1288,26,1763,395,1812,499
1289,0,2037,1219,2100,1384
1289,1,614,1237,754,1296
1289,2,1277,1057,1354,1186
1289,3,1672,786,1775,861
1289,4,1369,748,1423,856
1289,5,691,746,800,856
1289,6,1484,691,1547,798
1289,7,2275,742,2385,795
1289,8,1621,647,1667,777
1289,9,769,639,820,727
1289,10,1793,589,1866,693
1289,11,2105,576,2147,687
1289,12,1886,584,1926,685
1289,13,1038,575,1085,672
1289,14,1974,586,2089,654
1289,15,957,536,1002,649
1289,16,1207,549,1264,635
1289,17,2264,563,2350,633
1289,18,1364,526,1422,620
1289,19,1072,494,1115,557
1289,20,1773,508,1893,556
1289,21,1227,492,1266,550
1289,22,1308,482,1367,543
1289,23,894,504,932,543
1289,24,833,449,924,543
1289,25,969,500,1002,535
1289,26,1760,392,1825,504
1290,0,621,1239,743,1299
1290,1,1275,1069,1356,1192
1290,2,1258,799,1313,964
1290,3,763,824,877,921
1290,4,1666,787,1771,864
1290,5,695,744,796,858
1290,6,1368,746,1425,856
1290,7,1492,711,1542,814
1290,8,2286,735,2379,795
1290,9,1624,639,1670,777
1290,10,769,639,823,726
1290,11,1034,599,1071,698
1290,12,1758,596,1850,688
1290,13,1885,585,1925,687
1290,14,2105,577,2147,687
1290,15,947,566,992,660
1290,16,1966,590,2096,643
1290,17,1208,549,1264,635
1290,18,2266,561,2352,632
1290,19,1373,526,1423,620
1290,20,1772,510,1884,559
1290,21,836,438,926,557
1290,22,1068,495,1112,554
1290,23,1228,492,1266,550
1290,24,1306,474,1363,541
1290,25,1555,480,1598,517
1290,26,1762,385,1836,496
1291,0,616,1237,747,1300
1291,1,1284,1090,1357,1208
1291,2,711,882,833,973
1291,3,1258,777,1349,921
1291,4,1655,784,1755,866
1291,5,694,744,799,856
1291,6,1368,743,1425,855
1291,7,1492,738,1539,846
1291,8,2286,722,2379,797
1291,9,1628,633,1673,762
1291,10,770,636,820,729
1291,11,1030,611,1067,721
1291,12,1755,592,1832,696
1291,13,1886,585,1925,687
1291,14,2104,577,2147,687
1291,15,945,556,995,670
1291,16,1978,587,2088,642
1291,17,1208,549,1264,637
1291,18,2258,556,2363,626
1291,19,1373,527,1424,620
1291,20,1771,509,1878,560
1291,21,1068,495,1111,554
1291,22,825,460,914,553
1291,23,1227,491,1266,551
1291,24,1306,466,1351,548
1291,25,1763,391,1845,499
1292,0,626,1236,732,1310
1292,1,1279,1098,1365,1225
1292,2,686,929,771,1028
1292,3,1257,826,1327,932
1292,4,1641,791,1744,880
1292,5,1501,743,1546,861
1292,6,694,746,804,855
1292,7,2286,717,2371,798
1292,8,1627,630,1675,757
1292,9,1023,651,1067,747
1292,10,770,637,820,729
1292,11,2105,577,2147,687
1292,12,1886,585,1926,686
1292,13,1744,594,1838,686
1292,14,933,561,993,675
1292,15,1974,585,2093,636
1292,16,1208,550,1265,636
1292,17,2264,553,2356,624
1292,18,1374,529,1426,620
1292,19,1761,518,1856,568
1292,20,1067,494,1110,555
1292,21,1228,492,1267,552
1292,22,835,454,925,546
1292,23,1306,459,1349,537
1292,24,1770,391,1847,494
1293,0,1289,1110,1371,1234
1293,1,640,985,755,1086
1293,2,1258,824,1327,943
1293,3,1642,788,1737,888
1293,4,1497,754,1549,869
1293,5,1367,731,1437,861
1293,6,694,744,801,855
1293,7,2290,710,2370,803
1293,8,1013,668,1057,767
1293,9,1624,628,1680,749
1293,10,769,638,819,728
1293,11,2106,577,2148,687
1293,12,1886,585,1926,686
1293,13,1741,593,1834,683
1293,14,923,568,990,678
1293,15,1209,548,1266,635
1293,16,1974,583,2095,633
1293,17,2256,561,2355,621
1293,18,1375,528,1426,619
1293,19,1746,525,1853,572
1293,20,1068,493,1112,556
1293,21,1231,491,1268,550
1293,22,836,452,925,545
1293,23,1305,452,1349,534
1293,24,1777,391,1847,497
1294,0,767,1176,831,1329
1294,1,617,1239,738,1299
1294,2,1286,1121,1377,1251
1294,3,587,1004,696,1130
1294,4,1254,829,1330,937
1294,5,1630,800,1739,883
1294,6,1495,762,1546,877
1294,7,1358,739,1426,857
1294,8,694,745,801,855
1294,9,1429,685,1477,832
1294,10,2298,698,2365,801
1294,11,1004,676,1048,782
1294,12,1625,624,1690,747
1294,13,773,631,814,735
1294,14,2105,577,2149,687
1294,15,1886,585,1926,686
1294,16,917,580,982,683
1294,17,1736,591,1837,683
1294,18,1209,548,1265,635
1294,19,1981,583,2098,633
1294,20,1376,527,1425,622
1294,21,2246,566,2357,621
1294,22,1067,493,1111,556
1294,23,837,445,932,551
1294,24,1236,489,1269,550
1294,25,1306,448,1347,526
1294,26,1776,380,1867,504
1295,0,820,1197,892,1358
1295,1,614,1237,742,1299
1295,2,1286,1143,1374,1253
1295,3,529,1001,620,1152
1295,4,1256,826,1328,925
1295,5,1498,759,1547,886
1295,6,1354,748,1415,858
1295,7,695,744,803,853
1295,8,1004,679,1048,794
1295,9,2305,684,2360,794
1295,10,1621,625,1698,756
1295,11,771,631,813,737
1295,12,2109,577,2149,689
1295,13,1886,585,1925,687
1295,14,911,586,987,677
1295,15,1727,598,1823,675
1295,16,1991,575,2098,638
1295,17,1210,548,1265,636
1295,18,2251,560,2350,624
1295,19,1376,528,1425,621
1295,20,1740,526,1844,590
1295,21,1065,495,1106,557
1295,22,1236,490,1270,550
1295,23,838,445,934,549
1295,24,1293,444,1341,527
1295,25,1770,387,1873,501
1296,0,610,1239,741,1299
1296,1,1295,1151,1380,1259
1296,2,486,999,547,1148
1296,3,1261,827,1325,923
1296,4,1502,760,1549,891
1296,5,1617,804,1705,890
1296,6,694,745,806,850
1296,7,1000,694,1050,795
1296,8,2310,677,2356,789
1296,9,1627,625,1699,754
1296,10,776,628,815,744
1296,11,2108,578,2148,688
1296,12,1886,585,1925,687
1296,13,901,588,986,684
1296,14,1717,598,1833,679
1296,15,1998,568,2092,636
1296,16,1210,548,1266,634
1296,17,2249,559,2351,622
1296,18,1377,528,1427,621
1296,19,1736,530,1844,587
1296,20,1062,495,1103,557
1296,21,1235,489,1273,550
1296,22,1406,491,1437,527
1296,23,1287,443,1334,525
1296,24,845,449,930,525
1296,25,1756,419,1864,478
1297,0,894,1283,947,1454
1297,1,611,1239,746,1297
1297,2,1291,1164,1391,1264
1297,3,450,990,491,1145
1297,4,1257,826,1332,917
1297,5,1603,812,1704,898
1297,6,1505,778,1549,897
1297,7,1350,753,1436,852
1297,8,694,746,807,848
1297,9,1566,703,1618,837
1297,10,998,697,1050,801
1297,11,2312,666,2350,797
1297,12,776,630,815,744
1297,13,1633,623,1704,741
1297,14,903,589,968,700
1297,15,2111,577,2148,688
1297,16,1886,584,1925,687
1297,17,1715,591,1811,679
1297,18,1209,548,1266,633
1297,19,1999,572,2096,633
1297,20,2242,558,2346,626
1297,21,1377,529,1427,621
1297,22,1732,532,1844,588
1297,23,1061,495,1103,555
1297,24,1236,491,1272,550
1297,25,833,454,936,535
1297,26,1288,449,1333,531
1297,27,1405,491,1436,527
1297,28,1551,482,1596,516
1297,29,1756,426,1866,476
1298,0,865,1288,946,1439
1298,1,625,1238,738,1302
1298,2,1298,1177,1403,1279
1298,3,438,983,508,1143
1298,4,1252,826,1331,912
1298,5,1601,813,1705,904
1298,6,1497,784,1547,901
1298,7,1099,742,1194,885
1298,8,1350,754,1430,849
1298,9,695,747,807,848
1298,10,996,702,1038,813
1298,11,1563,694,1639,800
1298,12,2307,663,2345,779
1298,13,778,629,818,745
1298,14,1636,609,1706,730
1298,15,894,598,971,706
1298,16,2112,577,2148,689
1298,17,1887,584,1925,688
1298,18,1704,594,1806,672
1298,19,2004,568,2107,636
1298,20,1210,548,1266,633
1298,21,2234,567,2328,627
1298,22,1377,528,1427,621
1298,23,1731,532,1828,590
1298,24,1060,495,1104,555
1298,25,1236,489,1275,550
1298,26,830,456,937,539
1298,27,1288,446,1334,533
1298,28,1405,491,1437,527
1298,29,1534,482,1596,519
1298,30,1759,426,1882,476
1299,0,880,1241,937,1389
1299,1,621,1239,744,1300
1299,2,1303,1181,1399,1276
1299,3,463,986,530,1143
1299,4,1496,790,1546,912
1299,5,1257,824,1329,909
1299,6,1595,819,1695,903
1299,7,1071,760,1165,895
1299,8,1347,762,1420,855
1299,9,696,745,804,849
1299,10,1574,688,1672,795
1299,11,2299,646,2343,770
1299,12,778,628,817,748
1299,13,1636,608,1713,718
1299,14,886,607,956,711
1299,15,2109,577,2149,689
1299,16,1886,584,1924,687
1299,17,1703,593,1805,672
1299,18,1211,549,1267,635
1299,19,1992,581,2099,634
1299,20,2233,563,2327,627
1299,21,1376,528,1426,621
1299,22,1728,537,1825,591
1299,23,1059,496,1101,556
1299,24,1240,490,1278,550
1299,25,832,460,931,534
1299,26,1286,446,1335,531
1299,27,1405,490,1436,527
1299,28,1752,435,1873,483
1300,0,862,1175,946,1312
1300,1,616,1240,753,1300
1300,2,1293,1193,1414,1282
1300,3,488,990,547,1144
1300,4,1502,795,1546,924
1300,5,1258,821,1327,913
1300,6,1591,823,1679,913
1300,7,1349,756,1418,860
1300,8,695,738,797,853
1300,9,1572,700,1692,788
1300,10,2290,644,2337,750
1300,11,780,626,816,750
1300,12,1636,614,1715,711
1300,13,877,616,958,710
1300,14,2108,577,2149,688
1300,15,1885,584,1924,687
1300,16,1706,592,1803,672
1300,17,1211,549,1269,634
1300,18,1987,582,2101,633
1300,19,2216,568,2322,632
1300,20,1377,529,1427,620
1300,21,1726,535,1826,589
1300,22,1058,496,1100,555
1300,23,1239,491,1278,549
1300,24,1292,449,1337,534
1300,25,832,462,933,534
1300,26,1523,481,1589,533
1300,27,1404,490,1435,527
1300,28,1746,429,1842,496
1301,0,626,1242,748,1301
1301,1,1295,1200,1421,1283
1301,2,476,988,536,1134
1301,3,1502,821,1549,946
1301,4,1584,823,1663,925
1301,5,1252,823,1334,916
1301,6,1350,743,1420,861
1301,7,696,737,793,857
1301,8,1564,701,1679,797
1301,9,2290,633,2342,755
1301,10,780,626,818,749
1301,11,871,612,957,719
1301,12,1634,610,1722,708
1301,13,2107,578,2148,688
1301,14,1886,584,1924,687
1301,15,1711,592,1807,676
1301,16,1210,550,1267,634
1301,17,2217,565,2313,631
1301,18,1986,585,2098,631
1301,19,1373,528,1427,621
1301,20,1721,537,1823,588
1301,21,1058,495,1100,554
1301,22,1240,489,1280,550
1301,23,830,486,881,544
1301,24,1295,449,1337,541
1301,25,1523,478,1585,535
1301,26,1404,490,1435,527
1301,27,1743,428,1842,496
1302,0,622,1245,760,1302
1302,1,1299,1208,1434,1289
1302,2,457,965,542,1105
1302,3,1501,832,1549,949
1302,4,1584,825,1660,939
1302,5,1252,824,1340,916
1302,6,1345,750,1418,867
1302,7,689,757,776,843
1302,8,1554,692,1653,799
1302,9,780,627,820,752
1302,10,2292,623,2335,749
1302,11,875,616,952,724
1302,12,1633,610,1722,707
1302,13,1886,584,1924,687
1302,14,2107,579,2148,687
1302,15,1719,590,1807,685
1302,16,1989,586,2096,634
1302,17,1210,550,1267,634
1302,18,2203,567,2315,633
1302,19,1373,529,1427,620
1302,20,1714,538,1824,585
1302,21,1051,495,1092,552
1302,22,1240,489,1280,550
1302,23,829,489,876,547
1302,24,1295,449,1337,543
1302,25,1510,484,1599,536
1302,26,836,464,933,528
1302,27,1404,490,1435,527
1302,28,1744,425,1841,496
1303,0,632,1247,748,1307
1303,1,1311,1223,1424,1289
1303,2,955,1064,1020,1207
1303,3,477,937,565,1072
1303,4,1497,857,1541,980
1303,5,1586,825,1659,942
1303,6,1251,822,1334,911
1303,7,1346,753,1418,867
1303,8,672,766,795,832
1303,9,1555,692,1643,795
1303,10,780,627,818,751
1303,11,2299,619,2335,750
1303,12,877,634,936,738
1303,13,1637,609,1720,708
1303,14,1885,584,1924,688
1303,15,2108,579,2149,687
1303,16,1728,588,1806,680
1303,17,1210,549,1267,634
1303,18,1988,583,2097,632
1303,19,2201,570,2292,629
1303,20,1373,529,1427,620
1303,21,1049,496,1091,551
1303,22,1240,490,1279,550
1303,23,831,495,878,549
1303,24,1294,445,1337,543
1303,25,1520,479,1593,536
1303,26,1404,490,1435,527
1303,27,836,470,927,520
1303,28,1748,424,1840,496
1304,0,628,1242,749,1313
1304,1,1311,1229,1433,1299
1304,2,985,1063,1037,1203
1304,3,504,887,573,1023
1304,4,1498,885,1542,1014
1304,5,1589,820,1654,952
1304,6,1259,821,1329,911
1304,7,1346,755,1426,865
1304,8,687,757,796,838
1304,9,1550,672,1616,794
1304,10,779,632,818,752
1304,11,2295,618,2334,749
1304,12,881,631,938,743
1304,13,1634,607,1721,709
1304,14,1885,584,1924,688
1304,15,2108,578,2150,687
1304,16,1736,588,1805,684
1304,17,1210,549,1267,635
1304,18,1990,584,2099,631
1304,19,2190,568,2285,629
1304,20,1372,528,1427,621
1304,21,1706,536,1815,585
1304,22,1240,489,1279,550
1304,23,1048,496,1089,550
1304,24,831,494,878,549
1304,25,1522,476,1592,539
1304,26,1293,439,1338,537
1304,27,1150,495,1199,535
1304,28,1403,490,1435,527
1304,29,833,467,930,521
1304,30,1749,422,1839,497
1305,0,631,1230,757,1317
1305,1,1317,1230,1432,1302
1305,2,955,1040,1037,1171
1305,3,532,858,604,1002
1305,4,1589,820,1653,955
1305,5,1253,822,1332,912
1305,6,1347,758,1425,866
1305,7,685,759,798,838
1305,8,1538,649,1607,779
1305,9,887,633,941,750
1305,10,776,644,821,746
1305,11,2278,621,2335,744
1305,12,1635,608,1722,707
1305,13,1740,592,1806,700
1305,14,2108,578,2149,687
1305,15,1886,584,1925,687
1305,16,1212,550,1269,635
1305,17,2188,568,2279,634
1305,18,1991,585,2098,631
1305,19,1372,528,1427,621
1305,20,1700,536,1813,585
1305,21,1239,489,1280,551
1305,22,834,497,880,551
1305,23,1047,497,1088,551
1305,24,1295,434,1338,541
1305,25,1153,493,1206,541
1305,26,1516,474,1602,537
1305,27,1404,490,1435,527
1305,28,837,471,926,520
1305,29,1754,415,1857,497
1306,0,1327,1228,1441,1325
1306,1,630,1226,756,1319
1306,2,971,1009,1050,1190
1306,3,547,822,607,960
1306,4,1586,823,1653,952
1306,5,1260,822,1325,915
1306,6,1348,756,1423,865
1306,7,698,738,792,857
1306,8,1528,642,1603,771
1306,9,890,637,937,752
1306,10,777,644,820,745
1306,11,2273,622,2334,742
1306,12,1635,607,1721,709
1306,13,1745,593,1802,700
1306,14,2108,578,2150,688
1306,15,1885,584,1924,687
1306,16,1214,551,1270,636
1306,17,2171,570,2279,635
1306,18,1989,584,2098,632
1306,19,1371,529,1426,621
1306,20,1707,535,1806,588
1306,21,1044,496,1088,552
1306,22,1239,488,1281,551
1306,23,832,492,882,545
1306,24,1157,493,1208,540
1306,25,1293,435,1337,539
1306,26,1521,473,1608,527
1306,27,1752,426,1840,499
1307,0,630,1222,754,1324
1307,1,1327,1233,1443,1321
1307,2,978,1018,1050,1162
1307,3,1588,818,1652,953
1307,4,1262,822,1325,915
1307,5,544,774,613,898
1307,6,1348,756,1419,867
1307,7,697,739,793,856
1307,8,1522,629,1587,760
1307,9,892,643,938,758
1307,10,778,644,824,746
1307,11,2265,627,2334,736
1307,12,1635,607,1722,708
1307,13,1758,589,1798,703
1307,14,2109,579,2151,687
1307,15,1886,584,1925,686
1307,16,2161,572,2270,641
1307,17,1215,553,1270,637
1307,18,1990,583,2098,632
1307,19,1371,529,1426,620
1307,20,1692,538,1792,591
1307,21,1044,496,1086,552
1307,22,1237,489,1280,551
1307,23,1157,493,1209,544
1307,24,1294,431,1337,537
1307,25,1516,483,1623,530
1307,26,1403,491,1434,528
1307,27,831,469,926,523
1307,28,1753,426,1839,498
1308,0,633,1219,750,1325
1308,1,1328,1231,1441,1323
1308,2,975,999,1051,1146
1308,3,1581,823,1659,935
1308,4,1265,826,1321,924
1308,5,1339,768,1416,870
1308,6,686,759,801,828
1308,7,892,652,934,772
1308,8,1511,628,1568,754
1308,9,777,645,822,741
1308,10,2251,626,2333,730
1308,11,1636,608,1722,708
1308,12,1758,590,1802,704
1308,13,1886,584,1925,687
1308,14,2108,578,2150,687
1308,15,2150,574,2238,652
1308,16,1215,555,1270,636
1308,17,1989,583,2097,630
1308,18,1370,529,1425,622
1308,19,1688,540,1792,588
1308,20,1044,496,1085,551
1308,21,1238,490,1279,551
1308,22,1153,495,1214,550
1308,23,1541,488,1632,540
1308,24,835,462,927,530
1308,25,1403,491,1434,528
1308,26,1295,423,1338,521
1308,27,1752,424,1837,498
1309,0,1329,1226,1438,1330
1309,1,636,1212,746,1327
1309,2,987,989,1069,1132
1309,3,1263,824,1319,929
1309,4,1563,840,1672,913
1309,5,1351,757,1417,871
1309,6,686,760,801,825
1309,7,894,653,941,776
1309,8,775,646,825,736
1309,9,1501,611,1568,732
1309,10,2241,632,2312,725
1309,11,1636,609,1724,708
1309,12,1757,595,1806,702
1309,13,1886,585,1926,687
1309,14,2110,580,2149,687
1309,15,2146,574,2237,650
1309,16,1223,556,1273,635
1309,17,1990,580,2107,634
1309,18,1370,530,1425,620
1309,19,1682,539,1794,586
1309,20,1045,496,1085,552
1309,21,1158,482,1214,552
1309,22,1239,488,1281,551
1309,23,1563,469,1638,548
1309,24,833,453,924,538
1309,25,1405,490,1437,527
1309,26,1298,410,1338,526
1309,27,1750,423,1837,497
1310,0,1331,1225,1435,1336
1310,1,643,1205,746,1330
1310,2,999,964,1075,1112
1310,3,1266,821,1316,935
1310,4,1559,843,1679,898
1310,5,1353,748,1404,878
1310,6,687,761,803,826
1310,7,894,659,941,780
1310,8,777,646,827,738
1310,9,1498,600,1562,721
1310,10,2233,638,2319,714
1310,11,1633,611,1727,709
1310,12,1768,592,1821,705
1310,13,2112,580,2149,688
1310,14,1886,585,1926,687
1310,15,2147,574,2240,643
1310,16,1224,556,1274,635
1310,17,2005,564,2110,633
1310,18,1371,529,1425,620
1310,19,1674,534,1783,587
1310,20,1045,495,1086,554
1310,21,1238,487,1282,552
1310,22,1161,480,1231,549
